Lp.;Nr RSPO;woj;pow;gm;Województwo;Powiat;Gmina;Typ gminy;Miejscowość;Klasa wielk.;Typ;Nazwa typu;Złożoność;Nazwa szkoły, placówki;Patron;Ulica;Nr domu;Kod poczt.;Poczta;Telefon;Fax;WWW;Publiczność;Kateg. uczniów;Spec. szkoły;Związ. organiz.;Kod org. prowadz.;Nazwa organu prowadzącego;woj. org. prow.;pow. org. prow.;gmina org. prow.;typ gminy;Kod;Nazwa organu rejestrującego;woj. org. rejesr.;pow. org. rejestr;gmina org. rejestr.;Regon;Uczniowie, wychow., słuchacze;w tym dziewczęta;w tym w oddziałach przedszk.;w tym w oddziałach innego typu;Oddziały;Nauczyciele pełnozatrudnieni;Nauczyciele niepełnozatrudnieni (stos.pracy);Nauczyciele niepełnozatrudnieni (w etatach);e-mail;Nr RSPO jednostki sprawozdawczej;Regon jednostki sprawozdawczej;Lon;Lat
24176;263718;24;75;1;WOJ. ŚLĄSKIE;Powiat m. Sosnowiec;M. Sosnowiec;M;Sosnowiec;2;3;Szkoła podstawowa;2;Szkoła Podstawowa dla Dorosłych w Sosnowcu Zakładu Doskonalenia Zawodowego w Katowicach;;Sienkiewicza;25;41-200;Sosnowiec;322664905;322664905;www.szkoly.sosnowiec.zdz.pl;2;2;100;100;22;Zakład Doskonalenia Zawodowego w Katowicach;24;69;1;M;1;Gmina M. Sosnowiec (miejska);24;75;1;3,68E+13;0;0;0;0;0;0;0;0;s-sosnowiec@zdz.katowice.pl;115401;2,43E+13;19.131420235056734;50.27351145
24210;124920;24;77;1;WOJ. ŚLĄSKIE;Powiat m. Tychy;M. Tychy;M;Tychy;2;3;Szkoła podstawowa;1;"Niepubliczna Szkoła Podstawowa ""Otwarte okno"" z Oddziałami Integracyjnymi i Specjalnymi w Tychach";;Paprocańska;84-84a;43-100;Tychy;324947370;;www.otwarteokno.edu.pl;2;1;100;100;31;Paxel Sp. z o.o.;24;77;1;M;1;Gmina M. Tychy (miejska);24;77;1;2,44E+13;82;21;0;0;21;0;38;20,45;szkola@otwarteokno.edu.pl;124920;2,44E+13;18.9985717;50.102461
24211;58409;24;77;1;WOJ. ŚLĄSKIE;Powiat m. Tychy;M. Tychy;M;Tychy;2;3;Szkoła podstawowa;1;"Prywatna Szkoła Podstawowa ""ART""";;Plac Wolności;3;43-100;Tychy;322277482;322277482;www.art.tychy.pl;2;1;100;100;33;Leszek Kubica, Andrzej Rausze;24;77;1;M;1;Gmina M. Tychy (miejska);24;77;1;2,43E+13;55;30;0;0;6;5;13;5,93;szkolaart@wp.pl;58409;2,43E+13;18.9792173;50.1312939
24212;133199;24;77;1;WOJ. ŚLĄSKIE;Powiat m. Tychy;M. Tychy;M;Tychy;2;3;Szkoła podstawowa;1;Szkoła Mistrzostwa Sportowego Tychy;;Oświęcimska;51;43-100;Tychy;;;www.smstychy.pl;2;1;100;100;22;Akademia Piłki Nożnej GKS Tychy;24;77;1;M;1;Gmina M. Tychy (miejska);24;77;1;3,67E+13;204;56;0;0;12;1;34;14,09;biuro@smstychy.pl;133199;3,67E+13;19.0004752;50.1289243
24213;264577;24;77;1;WOJ. ŚLĄSKIE;Powiat m. Tychy;M. Tychy;M;Tychy;2;3;Szkoła podstawowa;2;Szkoła Podstawowa dla Młodzieży im. Orląt Lwowskich w Tychach Zakładu Doskonalenia Zawodowego w Katowicach;Orlęta Lwowskie;Budowlanych;156;43-100;Tychy;323270880;323270880;www.szkoly.tychy.zdz.pl;2;1;100;100;22;Zakład Doskonalenia Zawodowego w Katowicach;24;69;1;M;1;Gmina M. Tychy (miejska);24;77;1;3,68E+13;41;11;0;0;2;0;0;0;s-tychy@zdz.katowice.pl;58407;2,43E+13;18.9646561;50.1308168
24214;73472;24;77;1;WOJ. ŚLĄSKIE;Powiat m. Tychy;M. Tychy;M;Tychy;2;3;Szkoła podstawowa;2;Szkoła Podstawowa im. Josepha Conrada-Korzeniowskiego Społecznego Towarzystwa Oświatowego;Joseph Conrad-Korzeniowski;Edukacji;11a;43-100;Tychy;322190240;322190240;www.zssto.org;2;1;100;100;22;STO Samodzielne Koło Terenowe nr 30 w Tychach;24;77;1;M;1;Gmina M. Tychy (miejska);24;77;1;2,43E+13;212;112;0;0;15;0;0;0;szkola@zssto.org;58408;2,43E+13;18.9967763;50.1183629
24260;47270;24;78;1;WOJ. ŚLĄSKIE;Powiat m. Zabrze;M. Zabrze;M;Zabrze;2;3;Szkoła podstawowa;2;Katolicka Szkoła Podstawowa im. ks. Jana Twardowskiego;Ksiądz  Jan Twardowski;Tarnopolska;3;41-807;Zabrze;322712132;322712132;katolicka.pl;2;1;100;100;32;Fundacja na Rzecz Szkół Katolickich;24;78;1;M;1;Gmina M. Zabrze (miejska);24;78;1;2,43E+13;276;139;10;0;18;0;0;0;szkola@katolicka.pl;16208;2,43E+13;18.7890173;50.3285662
24261;129404;24;78;1;WOJ. ŚLĄSKIE;Powiat m. Zabrze;M. Zabrze;M;Zabrze;2;3;Szkoła podstawowa;1;Międzynarodowa Szkoła Podstawowa w Zabrzu International Primary School in Zabrze;;Plac Warszawski;6;41-800;Zabrze;;;;2;1;100;100;33;Mariusz Drogokupiec;24;78;1;M;1;Gmina M. Zabrze (miejska);24;78;1;3,63E+13;85;36;0;0;6;10;11;1,68;;129404;3,63E+13;18.78919965;50.3041471
24262;264538;24;78;1;WOJ. ŚLĄSKIE;Powiat m. Zabrze;M. Zabrze;M;Zabrze;2;3;Szkoła podstawowa;1;"Niepubliczna Szkoła Podstawowa ""Pod Skrzydłami"" im.Michała Archanioła w Zabrzu";Michał Archanioł;Lipowa;11;41-807;Zabtrze;885111183;;www.nsp.podskrzydlami.zabrze.pl;2;1;100;100;22;Stowarzyszenie Skrzydła;24;78;1;M;1;Gmina M. Zabrze (miejska);24;78;1;3,68E+13;12;6;0;0;4;2;0;0;sekretariat@podskrzydlami.zabrze.pl;264538;3,68E+13;18.7704711;50.3395252
24263;91021;24;78;1;WOJ. ŚLĄSKIE;Powiat m. Zabrze;M. Zabrze;M;Zabrze;2;3;Szkoła podstawowa;2;"Społeczna Szkoła Podstawowa nr 1 ""Nasza Szkoła"" Zabrzańskiego Towarzystwa Szkolnego";;Zwrotnicza;13;41-807;Zabrze;322717121;;naszaszkola.org.pl;2;1;100;100;22;Zabrzańskie Towarzystwo Szkolne;24;78;1;M;1;Gmina M. Zabrze (miejska);24;78;1;2,43E+13;118;62;0;0;11;0;0;0;nasza_szkola@poczta.fm;126373;3,60E+13;18.76558926451051;50.344744
24264;262915;24;78;1;WOJ. ŚLĄSKIE;Powiat m. Zabrze;M. Zabrze;M;Zabrze;2;3;Szkoła podstawowa;1;"Szkoła Podstawowa dla Dorosłych ""Żak"" w Zabrzu";;Wolności;299;41-800;Zabrze;;;www.zak.edu.pl;2;2;100;100;31;"Centrum Nauki i Biznesu ""Żak"" sp. z o.o.";10;61;1;M;1;Gmina M. Zabrze (miejska);24;78;1;3,68E+13;32;12;0;32;1;0;8;0,33;zabrze@zak.edu.pl;262915;3,68E+13;18.7871335;50.3062764
24265;77443;24;78;1;WOJ. ŚLĄSKIE;Powiat m. Zabrze;M. Zabrze;M;Zabrze;2;3;Szkoła podstawowa;2;Wszechnica Zabrzańska Centrum Kształcenia Ustawicznego Niepubliczna Szkoła Podstawowa dla Dorosłych;;Plac dworcowy;6;41-800;Zabrze;;;;2;2;100;100;22;Stowarzyszenie Misericordia w Zabrzu;24;78;1;M;1;Gmina M. Zabrze (miejska);24;78;1;2,43E+13;52;20;0;0;2;0;0;0;;130317;3,64E+13;18.7885355;50.3056409
24280;123075;24;79;1;WOJ. ŚLĄSKIE;Powiat m. Żory;M. Żory;M;Żory;2;3;Szkoła podstawowa;1;NIEPUBLICZNA SZKOŁA MISTRZOSTWA SPORTOWEGO;;OS. SIKORSKIEGO;52;44-240;ŻORY;323484814;;;2;1;100;100;33;NIEPUBLICZNA SZKOŁA MISTRZOSTWA SPORTOWEGO;24;79;1;M;1;Gmina M. Żory (miejska);24;79;1;2,44E+13;94;43;0;0;7;1;18;8,48;sekretariat@sms.zory.edu.pl;123075;2,44E+13;18.691006351065635;50.028871949999996
24281;268772;24;79;1;WOJ. ŚLĄSKIE;Powiat m. Żory;M. Żory;M;Żory;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa Specjalna dla Dzieci z Autyzmem i Zespołem Aspergera przy Ośrodku Medyczno-Terapeutycznym SYRIUSZ;;Aleja Zjednoczonej Europy;29;44-240;Żory;609710922;;;2;1;1;12;33;Jadwiga Trzetrzelewska, Aleksandra Lamparska-Warchalska;24;3;4;Gm;1;Gmina M. Żory (miejska);24;79;1;3,81E+13;8;1;0;0;1;2;4;0,72;jadwiga.trzetrzelewska@gmail.com;268772;3,81E+13;18.6806803;50.0348591
24282;85594;24;79;1;WOJ. ŚLĄSKIE;Powiat m. Żory;M. Żory;M;Żory;2;3;Szkoła podstawowa;1;Prywatna Szkoła Podstawowa ŻOREK;;Księcia Leszka;3;44-240;Żory;693502067;;www.zorek.pl;2;1;100;100;33;Dominika Brzezinka;24;79;1;M;1;Gmina M. Żory (miejska);24;79;1;2,43E+13;131;60;0;0;13;7;11;3,76;biuro@zorek.pl;85594;2,43E+13;18.68618865;50.04139845
24283;265125;24;79;1;WOJ. ŚLĄSKIE;Powiat m. Żory;M. Żory;M;Żory;2;3;Szkoła podstawowa;2;Społeczna Szkoła Podstawowa;;Fabryczna;10;44-240;Żory;324345549;324345549;szkoladlawas.pl;2;1;100;100;22;Stowarzyszenie Rodziców i Nauczycieli;24;79;1;M;1;Gmina M. Żory (miejska);24;79;1;3,69E+13;32;17;0;15;3;0;0;0;srin@pro.onet.pl;85616;2,43E+13;18.7025774;50.0542258
24294;30948;26;1;1;WOJ. ŚWIĘTOKRZYSKIE;Powiat buski;Busko-Zdrój;M-Gm;Busko-Zdrój;2;3;Szkoła podstawowa;1;Pierwsza Niepubliczna Szkoła Podstawowa w Busku-Zdroju;;"Ppłk-a ""Srogiego""";1;28-100;Busko-Zdrój;413783512;413788538;http://pierwszaniepubliczna.pl;2;1;100;100;33;Anna Mazur;26;1;1;M-Gm;1;Gmina Busko-Zdrój (miejsko-wiejska);26;1;1;2,61E+13;8;1;0;0;3;2;11;1,65;pnsp@interia.pl;30948;2,61E+13;;
24295;128130;26;1;1;WOJ. ŚWIĘTOKRZYSKIE;Powiat buski;Busko-Zdrój;M-Gm;Słabkowice;3;3;Szkoła podstawowa;1;Społeczna Szkoła Podstawowa w Słabkowicach;;;61;28-100;BUSKO-ZDRÓJ;697755543;;;2;1;100;100;22;STOWARZYSZENIE DLA SZKOŁY;26;1;1;M-Gm;1;Gmina Busko-Zdrój (miejsko-wiejska);26;1;1;3,62E+13;61;31;21;0;8;4;12;3,76;spoleczna_sp_slabkowice@interia.pl;128130;3,62E+13;20.766766346484104;50.531467899999996
24314;128072;26;1;7;WOJ. ŚWIĘTOKRZYSKIE;Powiat buski;Tuczępy;Gm;Kargów;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa im. gen. Władysława Andersa w Kargowie;gen. Władysław Anders;;65A;28-142;Tuczępy;663962144;;;2;1;100;100;32;FUNDACJA Z UŚMIECHEM;26;61;1;M;1;Gmina Tuczępy (wiejska);26;1;7;3,62E+13;40;20;0;0;7;2;10;4,43;niepublicznaspkargow@gmail.com;128072;3,62E+13;20.92473718672025;50.516129649999996
24334;263365;26;2;2;WOJ. ŚWIĘTOKRZYSKIE;Powiat jędrzejowski;Jędrzejów;M-Gm;Jędrzejów;2;3;Szkoła podstawowa;1;Niepubliczna Ośmioletnia Szkoła Podstawowa w Jędrzejowie;;Armii Krajowej;21c;28-300;Jędrzejów;413863688;413863688;www.awans-szkoly.pl;2;1;100;100;22;Świętokrz.Stow.NaRzeczAktywizacjiZaw.iPomocyMłodz.;26;2;2;M-Gm;1;Gmina Jędrzejów (miejsko-wiejska);26;2;2;3,68E+13;17;6;0;11;2;0;13;1,53;jedrzejow@szkoly-kielce.pl;263365;3,68E+13;20.2869676;50.6453496
24335;81044;26;2;2;WOJ. ŚWIĘTOKRZYSKIE;Powiat jędrzejowski;Jędrzejów;M-Gm;Brus;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła podstawowa w Brusie;;Brus;59;28-300;Jędrzejów;413873192;413873192;nspbrus.edupage.org;2;1;100;100;22;Stowarzyszenie Rozwoku Wsi Brus, Gozna, Wygoda;26;2;2;M-Gm;1;Gmina Jędrzejów (miejsko-wiejska);26;2;2;2,61E+13;74;34;14;0;9;9;11;3,71;nspbrus@onet.eu;81044;2,61E+13;20.401795;50.6780479
24336;263360;26;2;2;WOJ. ŚWIĘTOKRZYSKIE;Powiat jędrzejowski;Jędrzejów;M-Gm;Jędrzejów;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Jędrzejowie;;al. J. Piłsudskiego;6;28-300;Jędrzejów;413861257;413861257;www.zdz.kielce.pl;2;1;100;100;22;Zakład Doskonalenia Zawodowego w Kielcach;26;61;1;M;1;Gmina Jędrzejów (miejsko-wiejska);26;2;2;3,68E+13;11;2;0;0;2;0;14;2,95;jedrzejow@zdz.kielce.pl;263360;3,68E+13;;
24352;43689;26;2;6;WOJ. ŚWIĘTOKRZYSKIE;Powiat jędrzejowski;Sędziszów;M-Gm;Mstyczów;3;3;Szkoła podstawowa;1;NIEPUBLICZNA SZKOŁA PODSTAWOWA IM. ŚW. HUBERTA W MSTYCZOWIE;;Mstyczów;37;28-340;Sędziszów;607502209;;www.mstyczow.pl;2;1;100;100;32;"""Fundacja z Uśmiechem""";26;61;1;M;1;Gmina Sędziszów (miejsko-wiejska);26;2;6;2,61E+13;67;38;0;0;8;1;13;4,8;szkolamstyczow@onet.pl;43689;2,61E+13;19.9770474;50.5276246
24355;119259;26;2;7;WOJ. ŚWIĘTOKRZYSKIE;Powiat jędrzejowski;Słupia;Gm;Stary Węgrzynów;3;3;Szkoła podstawowa;2;Niepubliczna Szkoła Podstawowa Specjalna w Węgrzynowie;;;69;28-350;Słupia;413818321;413818321;www.wegrzynow.pl;2;1;1;10;32;Fundacja Centrum Edukacji, Przedsiębiorczości i Ak;14;65;1;M;3;Powiat jędrzejowski (ziemski);26;2;;2,61E+13;23;23;0;8;3;0;0;0;mow@wegrzynow.pl;115232;2,61E+13;19.91215478751274;50.560366450000004
24356;130392;26;2;7;WOJ. ŚWIĘTOKRZYSKIE;Powiat jędrzejowski;Słupia;Gm;Stary Węgrzynów;3;3;Szkoła podstawowa;2;Niepubliczna Szkoła Podstawowa Specjalna w Węgrzynowie;;;69;28-350;Słupia;413818321;413818321;www.wegrzynow.pl;2;1;1;9;32;Fundacja Centrum Edukacji, Przedsiębiorczości i Ak;14;65;1;M;3;Powiat jędrzejowski (ziemski);26;2;;3,64E+13;0;0;0;0;0;0;0;0;mow@wegrzynow.pl;130370;3,64E+13;19.91215478751274;50.560366450000004
24381;131517;26;3;3;WOJ. ŚWIĘTOKRZYSKIE;Powiat kazimierski;Kazimierza Wielka;M-Gm;Cudzynowice;3;3;Szkoła podstawowa;1;Szkoła Podstawowa z Oddziałami Przedszkolnymi „Szkoła Twórcza” o uprawnieniach szkoły publicznej kształcącej młodzież w Cudzynowicach;;-;195;28-500;Kazimierza Wielka;413521712;413521712;--;2;1;100;100;22;"""Twórcza Szkoła""";26;3;3;M-Gm;1;Gmina Kazimierza Wielka (miejsko-wiejska);26;3;3;3,65E+13;123;55;33;0;10;9;12;4,02;tworcza.szkola@wp.pl;131517;3,65E+13;20.480595438529924;50.2846453
24400;265076;26;4;2;WOJ. ŚWIĘTOKRZYSKIE;Powiat kielecki;Bodzentyn;M-Gm;Leśna-Stara Wieś;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Leśnej;;;1;26-010;Bodzentyn;413115611;;;2;1;100;100;33;Usługi Edukacujne Beata Domańska-Kózka;26;4;2;M-Gm;1;Gmina Bodzentyn (miejsko-wiejska);26;4;2;3,69E+13;68;33;16;0;9;4;14;6,19;szkola.lesna1@o2.pl;265076;3,69E+13;20.93232;50.95842
24502;132292;26;4;18;WOJ. ŚWIĘTOKRZYSKIE;Powiat kielecki;Strawczyn;Gm;Kuźniaki;3;3;Szkoła podstawowa;1;Szkoła Podstawowa Specjalna Nr 1 w Wólce Kłuckiej;;;32A;26-080;Strawczyn;413542905;;;2;1;1;100;32;Akademicka Fundacja Staropolska;26;61;1;M;3;Powiat kielecki (ziemski);26;4;;3,66E+13;2;1;0;0;2;1;0;0;sekretariat@stsw.edu.pl;132292;3,66E+13;20.367403563313438;50.982845600000005
24508;3245;26;4;19;WOJ. ŚWIĘTOKRZYSKIE;Powiat kielecki;Zagnańsk;Gm;Szałas;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Szałasie;;;1A;26-050;Zagnańsk;413002603;;;2;1;100;100;22;"Stowarzyszenie ""Szałas 2012""";26;4;19;Gm;1;Gmina Zagnańsk (wiejska);26;4;19;2,61E+13;0;0;0;0;0;0;0;0;spszalas@onet.pl;3245;2,61E+13;20.630188054677262;51.0554179
24524;262446;26;5;3;WOJ. ŚWIĘTOKRZYSKIE;Powiat konecki;Końskie;M-Gm;Końskie;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Końskich;;Towarowa;4;26-200;Końskie;413722084;413722084;awans-szkoly.pl;2;1;100;100;22;Świętokrzyskie Stowarzyszenie na Rz. Akt. Zaw. i Pom.Mł.;26;61;1;M;1;Gmina Końskie (miejsko-wiejska);26;5;3;3,68E+13;10;2;0;10;1;0;11;1,52;konskie@awans-szkoly.pl;262446;3,68E+13;20.426162543190017;51.187164749999994
24525;124262;26;5;3;WOJ. ŚWIĘTOKRZYSKIE;Powiat konecki;Końskie;M-Gm;Końskie;2;3;Szkoła podstawowa;1;Prywatna Szkoła Podstawowa w Końskich;;Towarowa;4;26-200;Końskie;413753327;413722084;www.spkonskie.edu.pl;2;1;100;100;33;Andrzej Miszczyk;26;4;12;M-Gm;1;Gmina Końskie (miejsko-wiejska);26;5;3;2,61E+13;33;13;0;0;3;4;19;2,19;sekretariat@spkonskie.edu.pl;124262;2,61E+13;20.426162543190017;51.187164749999994
24532;264112;26;5;4;WOJ. ŚWIĘTOKRZYSKIE;Powiat konecki;Radoszyce;M-Gm;Jóźwików;3;3;Szkoła podstawowa;2;Specjalna Szkoła Podstawowa w Jóźwikowie;;Jóźwików;28;26-230;Radoszyce;730640300;;http://mowjozwikow.eu;2;1;1;10;32;Fundacja Edu Sentencja;26;61;1;M;3;Powiat konecki (ziemski);26;5;;3,68E+13;9;9;0;5;3;0;0;0;sekretariat@mowjozwikow.eu;130463;3,64E+13;20.2843713;51.0108624
24537;7322;26;5;6;WOJ. ŚWIĘTOKRZYSKIE;Powiat konecki;Słupia Konecka;Gm;Mnin;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Mninie;;Kościelna;38;26-234;Słupia;413911158;;spmninszkolnastrona.pl;2;1;100;100;22;Przyszłość dla Mnina;26;5;6;Gm;1;Gmina Słupia Konecka (wiejska);26;5;6;2,61E+13;62;34;19;0;10;6;10;3,84;bbwrobel@wp.pl;7322;2,61E+13;20.189513743762824;50.987747999999996
24538;55472;26;5;6;WOJ. ŚWIĘTOKRZYSKIE;Powiat konecki;Słupia Konecka;Gm;Radwanów;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Radwanowie;;-;-;26-234;Słupia;413911023;413911023;-;2;1;100;100;22;"Stowarzyszenie ""Tradycja i Przyszłość""";26;5;6;Gm;1;Gmina Słupia Konecka (wiejska);26;5;6;2,61E+13;0;0;0;0;0;0;0;0;annanowak@xl.wp.pl;55472;2,61E+13;20.1559555;51.0385455
24546;66471;26;5;8;WOJ. ŚWIĘTOKRZYSKIE;Powiat konecki;Stąporków;M-Gm;Gosań;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Gosaniu;;;150;26-220;Stąporków;413711094;413711545;;2;1;100;100;22;Stowarzyszenie na Rzecz Rozwoju Wsi Gosań-Włochów;26;5;8;M-Gm;1;Gmina Stąporków (miejsko-wiejska);26;5;8;2,61E+13;41;20;3;0;8;2;13;5,76;nsp_gosan@interia.pl;66471;2,61E+13;20.589359898383133;51.09403355
24547;11894;26;5;8;WOJ. ŚWIĘTOKRZYSKIE;Powiat konecki;Stąporków;M-Gm;Odrowąż;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Odrowążu;;Szkolna;25;26-220;Stąporków;413745701;413745701;tpodrowaz.eu;2;1;100;100;22;Towarzystwo Przyjaciół Odrowąża;26;5;8;M-Gm;1;Gmina Stąporków (miejsko-wiejska);26;5;8;2,61E+13;48;25;7;0;7;3;14;5,87;spodrowaz@op.pl;11894;2,61E+13;20.6467886;51.133829
24563;130781;26;6;4;WOJ. ŚWIĘTOKRZYSKIE;Powiat opatowski;Opatów;M-Gm;Opatów;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Opatowie Zakładu Doskonalenia Zawodowego w Kielcach;;Marii Konopnickiej;2;27-500;Opatów;158684156;158684156;www.szkolyopatow.zdz.kielce.pl;2;1;100;100;22;Zakład Doskonalenia Zawodowego w Kielcach;26;61;1;M;1;Gmina Opatów (miejsko-wiejska);26;6;4;3,64E+13;0;0;0;0;0;0;0;0;opatow@zdz.kielce.pl;130781;3,64E+13;21.4268727;50.8064124
24570;133220;26;6;5;WOJ. ŚWIĘTOKRZYSKIE;Powiat opatowski;Ożarów;M-Gm;Ożarów;1;3;Szkoła podstawowa;1;Szkoła Podstawowa w Ożarowie przy Stowarzyszeniu Na Rzecz Rozwoju Zespołu Szkół w Ożarowie im. Marii Skłodowskiej-Curie;;Osiedle Wzgórze;56;27-530;Ożarów;158611801;158611801;;2;1;100;100;22;Stowarzyszenie Na Rzecz Rozwoju Zespołu Szkół w Oż;26;6;5;M-Gm;1;Gmina Ożarów (miejsko-wiejska);26;6;5;3,67E+13;167;83;3;0;14;11;18;8,6;gimozarow@gmail.com;133220;3,67E+13;21.6611899;50.8887108
24578;20716;26;6;7;WOJ. ŚWIĘTOKRZYSKIE;Powiat opatowski;Tarłów;Gm;Julianów;3;3;Szkoła podstawowa;1;NIEPUBLICZNA SZKOŁA PODSTAWOWA W JULIANOWIE;;;62;27-515;Tarłów;660492759;;;2;1;100;100;22;Stowarzyszenie Przyjaciół Szkoły w Julianowie;26;6;7;Gm;1;Gmina Tarłów (wiejska);26;6;7;2,61E+13;0;0;0;0;0;0;0;0;an.rolak@interia.pl;20716;2,61E+13;21.75064997783784;50.9634041
24597;;26;7;1;WOJ. ŚWIĘTOKRZYSKIE;Powiat ostrowiecki;Ostrowiec Świętokrzyski;M;Ostrowiec Świętokrzyski;2;3;Szkoła podstawowa;2;Niepubliczna Specjalna Szkoła Podstawowa z Oddziałami Gimnazjalnymi;;BAŁTOWSKA;289;27-400;OSTROWIEC ŚWIĘTOKRZYSKI;412629364;412629364;;2;1;1;9;22;Stowarzyszenie Akademia Rozwoju Socjoterapii;26;7;1;M;3;Powiat ostrowiecki (ziemski);26;7;;1,47E+13;0;0;0;0;0;0;0;0;;269177;3,81E+13;21.4296458770879;50.9598089
24598;262986;26;7;1;WOJ. ŚWIĘTOKRZYSKIE;Powiat ostrowiecki;Ostrowiec Świętokrzyski;M;Ostrowiec Świętokrzyski;2;3;Szkoła podstawowa;2;Niepubliczna Specjalna Szkoła Podstawowa z Oddziałami Gimnazjalnymi w Ostrowcu Świętokrzyskim;;Bałtowska;289;27-400;Ostrowiec Świętokrzyski;412629364;412629364;;2;1;1;10;22;Stowarzyszenie Akademia Rozwoju Socjoterapii;26;7;1;M;3;Powiat ostrowiecki (ziemski);26;7;;3,68E+13;25;0;0;8;3;0;0;0;mowkunow@op.pl;125003;2,61E+13;21.4296458770879;50.9598089
24599;15185;26;7;1;WOJ. ŚWIĘTOKRZYSKIE;Powiat ostrowiecki;Ostrowiec Świętokrzyski;M;Ostrowiec Świętokrzyski;2;3;Szkoła podstawowa;1;NIEPUBLICZNA SZKOŁA PODSTAWOWA IM. STANISŁAWA KONARSKIEGO;Stanisław Konarski;Sienkiewicza;65;27-400;Ostrowiec Świetokrzyski;412628320;412628320;www.edukacja.org.pl;2;1;100;100;33;Edukacja Kinga Wnuk;26;7;1;M;1;Gmina Ostrowiec Świętokrzyski (miejska);26;7;1;2,61E+13;111;54;0;0;8;5;32;12;sekretariat@edukacja.org.pl;15185;2,61E+13;21.37201121094703;50.9446803
24600;127796;26;7;1;WOJ. ŚWIĘTOKRZYSKIE;Powiat ostrowiecki;Ostrowiec Świętokrzyski;M;Ostrowiec Świętokrzyski;2;3;Szkoła podstawowa;2;Niepubliczna Szkoła Podstawowa „Dwunastka” im. Jana Pawła II w Ostrowcu Świętokrzyskim;Jan Paweł II;Bałtowska;336a;27-400;Ostrowiec Świętokrzyski;606789757;;zedwunastka.pl;2;1;100;100;32;Fundacja Szkoła bez Barier;26;7;1;M;1;Gmina Ostrowiec Świętokrzyski (miejska);26;7;1;3,62E+13;96;46;0;0;7;0;0;0;dwunastka.szkola@gmail.com;127789;3,62E+13;21.4264648352638;50.9559255
24601;132541;26;7;1;WOJ. ŚWIĘTOKRZYSKIE;Powiat ostrowiecki;Ostrowiec Świętokrzyski;M;Ostrowiec Świętokrzyski;2;3;Szkoła podstawowa;1;SZKOŁA PODSTAWOWA SPECJALNA „PROMYK”;;Słowackiego;19;27-400;Ostrowiec Świętokrzyski;412620543;412620543;fundacja-promyk.com.pl;2;1;1;100;32;FUNDACJA „PROMYK”;26;7;1;M;3;Powiat ostrowiecki (ziemski);26;7;;3,66E+13;11;4;0;0;3;3;3;0,19;szkola_zarzadzania@poczta.onet.pl;132541;3,66E+13;21.390498981415476;50.9329699
24602;127794;26;7;1;WOJ. ŚWIĘTOKRZYSKIE;Powiat ostrowiecki;Ostrowiec Świętokrzyski;M;Ostrowiec Świętokrzyski;2;3;Szkoła podstawowa;1;Szkoła Podstawowa w Częstocicach im. Kawalerów Orderu Uśmiechu;im. Kawalerów Orderu Uśmiechu;Górna;3;27-400;Ostrowiec Świętokrzyski;412490101;412490101;www.szkolaczestocice.kylos.pl;2;1;100;100;22;Stowarzyszenie na Rzecz Szkoły w Częstocicach;26;7;1;M;1;Gmina Ostrowiec Świętokrzyski (miejska);26;7;1;3,62E+13;79;34;0;0;8;4;13;6,92;szkolaczestocice@onet.pl;127794;3,62E+13;21.35766769762087;50.92889205
24603;127800;26;7;1;WOJ. ŚWIĘTOKRZYSKIE;Powiat ostrowiecki;Ostrowiec Świętokrzyski;M;Ostrowiec Świętokrzyski;2;3;Szkoła podstawowa;2;ZESPÓŁ EDUKACYJNO-PRZEDSZKOLNY SZKOŁA Z PASJĄ IM. ELŻBIETY SOŁTYS W OSTROWCU ŚWIĘTOKRZYSKIM-NIEPUBLICZNA SZKOŁA PODSTAWOWA;Elżbieta Sołtys;Ferdynanda Focha;3;27-400;Ostrowiec Świętokrzyski;412003012;412003012;www.zepszkolazpasja.pl;2;1;100;100;22;Stowarzyszenie Inicjatyw Społeczno - Kulturalnych;26;7;1;M;1;Gmina Ostrowiec Świętokrzyski (miejska);26;7;1;3,62E+13;111;47;0;0;8;0;0;0;zep.szkolazpasja@gmail.com;127793;3,62E+13;21.38963000293927;50.933167999999995
